1. DocId : 6328 | Concept_CD : SYN|ANA:YPAPD | NAME_CHAR : Poids
2. DocId : 73335 | Concept_CD : SYN|ANA:YPAPA | NAME_CHAR : Poids
3. DocId : 198024 | Concept_CD : SYN|ANA:YPAPB | NAME_CHAR : Poids
4. DocId : 262735 | Concept_CD : SYN|ANA:YPAPE | NAME_CHAR : Poids
5. DocId : 303307 | Concept_CD : SYN|ANA:YPAPC | NAME_CHAR : Poids
477. DocId : 145119 | Concept_CD : DXC|QUESTION|AUTRE:128139 | NAME_CHAR : 030 - Poids de(s) enfant(s)
478. DocId : 146696 | Concept_CD : DXC|QUESTION|AUTRE:43942 | NAME_CHAR : 011 - Poids maxi. atteint
479. DocId : 152164 | Concept_CD : DXC|QUESTION|AUTRE:173229 | NAME_CHAR : 003 - Poids du DMC
480. DocId : 153047 | Concept_CD : DXC|REPONSE:119636-119636|37162 | NAME_CHAR : Pas de perte de poids
481. DocId : 153310 | Concept_CD : DXC|REPONSE:83008-83008|37162 | NAME_CHAR : Pas de perte de poids
482. DocId : 154134 | Concept_CD : DXC|QUESTION|AUTRE:173194 | NAME_CHAR : 004 - Poids du DMC
483. DocId : 155918 | Concept_CD : DXC|QUESTION|AUTRE:85587 | NAME_CHAR : 016 - Poids initial (Kg)
484. DocId : 158242 | Concept_CD : DXC|REPONSE:87581-87581|37162 | NAME_CHAR : Pas de perte de poids
485. DocId : 164599 | Concept_CD : DXC|QUESTION|AUTRE:183941 | NAME_CHAR : 003 - Poids du DMC
486. DocId : 166898 | Concept_CD : DXC|REPONSE:114741-114741|37162 | NAME_CHAR : Pas de perte de poids
487. DocId : 167067 | Concept_CD : DXC|QUESTION|AUTRE:177295 | NAME_CHAR : 004 - Poids du DMC
488. DocId : 170139 | Concept_CD : DXC|QUESTION|AUTRE:85989 | NAME_CHAR : 012 - Prise de poids
489. DocId : 171246 | Concept_CD : DXC|REPONSE:29004-29004|20647 | NAME_CHAR : Pas de perte de poids
490. DocId : 172036 | Concept_CD : DXC|QUESTION|AUTRE:61673 | NAME_CHAR : 010 - Poids min. atteint
491. DocId : 174625 | Concept_CD : DXC|QUESTION|AUTRE:158671 | NAME_CHAR : 012 - Année Poids max
492. DocId : 178983 | Concept_CD : DXC|QUESTION|AUTRE:61892 | NAME_CHAR : 004 - Poids à l'admission
493. DocId : 183064 | Concept_CD : DXC|QUESTION|AUTRE:99338 | NAME_CHAR : 004 - Commentaire/Perte de poids
494. DocId : 183780 | Concept_CD : DXC|QUESTION|AUTRE:150864 | NAME_CHAR : 106 - Poids en kg 
495. DocId : 184272 | Concept_CD : DXC|QUESTION|BLOB:145197 | NAME_CHAR : 007 - Courbe de Poids
496. DocId : 184543 | Concept_CD : DXC|QUESTION|AUTRE:183894 | NAME_CHAR : 004 - Poids du DMC
497. DocId : 190227 | Concept_CD : DXC|QUESTION|AUTRE:11391 | NAME_CHAR : 003 - Poids (Kg) [5]
498. DocId : 191709 | Concept_CD : DXC|QUESTION|AUTRE:20337 | NAME_CHAR : 016 - Poids corrigé (kg)
499. DocId : 193804 | Concept_CD : DXC|QUESTION|AUTRE:186201 | NAME_CHAR : 003 - Poids en kg
500. DocId : 196923 | Concept_CD : DXC|QUESTION|AUTRE:130460 | NAME_CHAR : 005 - Poids de naissance
501. DocId : 198272 | Concept_CD : DXC|QUESTION|AUTRE:167983 | NAME_CHAR : 102 - Gain / Poids
502. DocId : 200029 | Concept_CD : DXC|QUESTION|AUTRE:71893 | NAME_CHAR : 019 - Perte de poids
503. DocId : 202315 | Concept_CD : DXC|QUESTION|AUTRE:177278 | NAME_CHAR : 004 - Poids du DMC
504. DocId : 202530 | Concept_CD : DXC|QUESTION|AUTRE:114142 | NAME_CHAR : 152 - Poids avant tétée
505. DocId : 202577 | Concept_CD : DXC|QUESTION|AUTRE:114181 | NAME_CHAR : 002 - Poids en kg
506. DocId : 206438 | Concept_CD : DXC|REPONSE:122791-122791|37162 | NAME_CHAR : Pas de perte de poids
507. DocId : 211055 | Concept_CD : DXC|REPONSE:119636-119636|37159 | NAME_CHAR : Perte de poids > 3kg
508. DocId : 222478 | Concept_CD : DXC|QUESTION|AUTRE:160293 | NAME_CHAR : 003 - Poids consultation initiale
509. DocId : 223616 | Concept_CD : DXC|QUESTION|AUTRE:135828 | NAME_CHAR : 020 - Poids du père 
510. DocId : 225145 | Concept_CD : DXC|QUESTION|AUTRE:73058 | NAME_CHAR : 016 - Poids corrigé (kg)
511. DocId : 226063 | Concept_CD : DXC|QUESTION|BLOB:177381 | NAME_CHAR : 008 - Histoire du poids
512. DocId : 226314 | Concept_CD : DXC|QUESTION|AUTRE:119648 | NAME_CHAR : 003 - Poids habituel (kg)
513. DocId : 227853 | Concept_CD : DXC|QUESTION|AUTRE:112665 | NAME_CHAR : 005 - Commentaire/Perte de poids
514. DocId : 228845 | Concept_CD : DXC|QUESTION|AUTRE:134866 | NAME_CHAR : 032 - Poids de référence
515. DocId : 231182 | Concept_CD : DXC|QUESTION|AUTRE:12123 | NAME_CHAR : 076 - Poids habituel (kg)
516. DocId : 231462 | Concept_CD : DXC|QUESTION|AUTRE:44082 | NAME_CHAR : 047 - Poids de sortie
517. DocId : 235620 | Concept_CD : DXC|QUESTION|AUTRE:175430 | NAME_CHAR : 077 - Poids des Selles
518. DocId : 239295 | Concept_CD : DXC|QUESTION|AUTRE:150947 | NAME_CHAR : 172 - Poids en kg     
519. DocId : 239384 | Concept_CD : DXC|QUESTION|BLOB:160522 | NAME_CHAR : 019 - Poids consultation initiale  
520. DocId : 242169 | Concept_CD : DXC|QUESTION|AUTRE:135827 | NAME_CHAR : 014 - Poids de naissance 
521. DocId : 253463 | Concept_CD : DXC|QUESTION|AUTRE:23889 | NAME_CHAR : 077 - Poids actuel (kg)
522. DocId : 256949 | Concept_CD : DXC|QUESTION|AUTRE:12835 | NAME_CHAR : 080 - Poids prostatique (Gr)
523. DocId : 257778 | Concept_CD : DXC|REPONSE:65639-65639|37159 | NAME_CHAR : Perte de poids > 3kg
524. DocId : 263076 | Concept_CD : DXC|QUESTION|AUTRE:10312 | NAME_CHAR : 040 - Perte de poids
525. DocId : 264671 | Concept_CD : DXC|QUESTION|AUTRE:165353 | NAME_CHAR : 128 - Evolution du poids
526. DocId : 268424 | Concept_CD : DXC|QUESTION|AUTRE:20021 | NAME_CHAR : 004 - Poids de Naissance
527. DocId : 269625 | Concept_CD : DXC|QUESTION|AUTRE:75890 | NAME_CHAR : 215 - C.3.a Poids (kg)
528. DocId : 269688 | Concept_CD : DXC|QUESTION|AUTRE:136089 | NAME_CHAR : 028 - Poids actuellement :
529. DocId : 271263 | Concept_CD : DXC|QUESTION|AUTRE:181176 | NAME_CHAR : 004 - Poids de Naissance
530. DocId : 273049 | Concept_CD : DXC|QUESTION|AUTRE:176879 | NAME_CHAR : 007 - Poids avant grossesse
531. DocId : 278107 | Concept_CD : DXC|QUESTION|AUTRE:90783 | NAME_CHAR : 115 - Poids (en Kg)
532. DocId : 278243 | Concept_CD : DXC|REPONSE:114741-114741|37159 | NAME_CHAR : Perte de poids > 3kg
533. DocId : 278400 | Concept_CD : DXC|QUESTION|BLOB:91836 | NAME_CHAR : 004 - Histoire du poids
534. DocId : 283855 | Concept_CD : DXC|REPONSE:65639-65639|37162 | NAME_CHAR : Pas de perte de poids
535. DocId : 283981 | Concept_CD : DXC|QUESTION|AUTRE:160290 | NAME_CHAR : 002 - Poids consultation initiale
536. DocId : 287480 | Concept_CD : DXC|QUESTION|AUTRE:180381 | NAME_CHAR : 004 - Poids de Naissance
537. DocId : 293758 | Concept_CD : DXC|QUESTION|AUTRE:83298 | NAME_CHAR : 037 - Poids de référence
538. DocId : 300016 | Concept_CD : DXC|QUESTION|AUTRE:12475 | NAME_CHAR : 009 - Date Poids maximum
539. DocId : 300117 | Concept_CD : DXC|QUESTION|AUTRE:130468 | NAME_CHAR : 015 - Poids de naissance  
540. DocId : 309373 | Concept_CD : DXC|QUESTION|AUTRE:136088 | NAME_CHAR : 027 - Poids avant grossesse
541. DocId : 311050 | Concept_CD : DXC|QUESTION|AUTRE:87120 | NAME_CHAR : 005 - Poids à l'admission
542. DocId : 312899 | Concept_CD : DXC|REPONSE:122791-122791|37159 | NAME_CHAR : Perte de poids > 3kg
543. DocId : 314374 | Concept_CD : DXC|QUESTION|AUTRE:30495 | NAME_CHAR : 121 - Poids (en Kg)
544. DocId : 315557 | Concept_CD : DXC|QUESTION|AUTRE:158669 | NAME_CHAR : 010 - Poids max (kg)
545. DocId : 316428 | Concept_CD : DXC|QUESTION|AUTRE:112663 | NAME_CHAR : 003 - Poids habituel (kg)
546. DocId : 317392 | Concept_CD : DXC|QUESTION|AUTRE:90212 | NAME_CHAR : 002 - Poids habituel (kg)
547. DocId : 329828 | Concept_CD : DXC|QUESTION|AUTRE:177397 | NAME_CHAR : 025 - Poids du père 
548. DocId : 331452 | Concept_CD : DXC|QUESTION|AUTRE:183926 | NAME_CHAR : 004 - Poids du DMC
549. DocId : 337726 | Concept_CD : DXC|QUESTION|AUTRE:22224 | NAME_CHAR : 032 - Poids de sortie
550. DocId : 338278 | Concept_CD : DXC|QUESTION|AUTRE:147602 | NAME_CHAR : 005 - Poids max (kg)
551. DocId : 340557 | Concept_CD : DXC|QUESTION|AUTRE:157740 | NAME_CHAR : 025 - Poids habillé (kg)
552. DocId : 341106 | Concept_CD : DXC|QUESTION|AUTRE:187134 | NAME_CHAR : 028 - Poids du patient
553. DocId : 343553 | Concept_CD : DXC|QUESTION|AUTRE:47658 | NAME_CHAR : 058 - Evaluation du poids
554. DocId : 345372 | Concept_CD : DXC|QUESTION|AUTRE:118966 | NAME_CHAR : 000 - Poids au débranchement
555. DocId : 349416 | Concept_CD : DXC|QUESTION|AUTRE:158672 | NAME_CHAR : 013 - Poids pré-opératoire (kg)
556. DocId : 355797 | Concept_CD : DXC|QUESTION|AUTRE:119650 | NAME_CHAR : 005 - Commentaire/Perte de poids
557. DocId : 356462 | Concept_CD : DXC|QUESTION|AUTRE:95460 | NAME_CHAR : 003 - Poids (en Kg)
558. DocId : 361419 | Concept_CD : DXC|QUESTION|BLOB:179685 | NAME_CHAR : 008 - Histoire du poids
559. DocId : 367567 | Concept_CD : DXC|QUESTION|AUTRE:36873 | NAME_CHAR : 181 - Poids Aux Urgences
560. DocId : 367777 | Concept_CD : DXC|QUESTION|AUTRE:130378 | NAME_CHAR : 003 - Poids sec (Kg)
561. DocId : 373498 | Concept_CD : DXC|QUESTION|AUTRE:107462 | NAME_CHAR : 016 - Prise de Poids
562. DocId : 373571 | Concept_CD : DXC|QUESTION|AUTRE:67510 | NAME_CHAR : 021 - Poids actuel (Kg)
563. DocId : 374282 | Concept_CD : DXC|QUESTION|AUTRE:183878 | NAME_CHAR : 004 - Poids du DMC
564. DocId : 375890 | Concept_CD : DXC|QUESTION|AUTRE:148934 | NAME_CHAR : 024 - Variation de poids
565. DocId : 2456 | Concept_CD : DXC|QUESTION|AUTRE:135163 | NAME_CHAR : 003 - Prise de poids par tétée
566. DocId : 3924 | Concept_CD : DXC|QUESTION|AUTRE:174739 | NAME_CHAR : 003 - Poids avant l'opération (kg)
567. DocId : 4571 | Concept_CD : DXC|QUESTION|AUTRE:50131 | NAME_CHAR : 055 - Poids Au Domicile (kg)
568. DocId : 4856 | Concept_CD : DXC|QUESTION|AUTRE:23974 | NAME_CHAR : 077 - Poids du patient à l'entrée(kg)
569. DocId : 6672 | Concept_CD : DXC|QUESTION|AUTRE:11220 | NAME_CHAR : 031 - Poids naissance enfant 2
570. DocId : 8477 | Concept_CD : DXC|QUESTION|AUTRE:177406 | NAME_CHAR : 034 - Poids de la mère
571. DocId : 9684 | Concept_CD : DXC|QUESTION|AUTRE:41528 | NAME_CHAR : 070 - Poids Au Domicile (kg)
572. DocId : 20944 | Concept_CD : DXC|QUESTION|AUTRE:100099 | NAME_CHAR : 062 - La surveillance du poids :
573. DocId : 22396 | Concept_CD : DXC|QUESTION|AUTRE:160294 | NAME_CHAR : 008 - Perte de poids (%) greve
574. DocId : 22724 | Concept_CD : DXC|REPONSE:93264-93264|41838 | NAME_CHAR : Perte de poids récente > 10%
575. DocId : 24803 | Concept_CD : DXC|QUESTION|AUTRE:61897 | NAME_CHAR : 009 - Pourcentage de perte de poids
576. DocId : 25830 | Concept_CD : DXC|QUESTION|AUTRE:107544 | NAME_CHAR : 095 - Perte de poids (en kg)
577. DocId : 26192 | Concept_CD : DXC|QUESTION|AUTRE:22812 | NAME_CHAR : 007 - Poids estimé /déclaré (Kg)
578. DocId : 28325 | Concept_CD : DXC|QUESTION|AUTRE:111570 | NAME_CHAR : 096 - Gain en poids (kg)
579. DocId : 30265 | Concept_CD : DXC|QUESTION|AUTRE:169423 | NAME_CHAR : 020 - Poids le jour J
580. DocId : 31161 | Concept_CD : DXC|QUESTION|AUTRE:80291 | NAME_CHAR : 031 - Antécédents de variation de poids
581. DocId : 31985 | Concept_CD : DXC|QUESTION|AUTRE:176951 | NAME_CHAR : 003 - Poids avant l'opération (kg)
582. DocId : 33283 | Concept_CD : DXC|QUESTION|AUTRE:20281 | NAME_CHAR : 115 - Poids du dossier médical commun
583. DocId : 38145 | Concept_CD : DXC|QUESTION|AUTRE:150095 | NAME_CHAR : 016 - Variation de poids (%)
584. DocId : 42843 | Concept_CD : DXC|QUESTION|AUTRE:157986 | NAME_CHAR : 010 - Poids à l'entrée (kg)
585. DocId : 43151 | Concept_CD : DXC|QUESTION|AUTRE:117330 | NAME_CHAR : 162 - Perte de poids involontaire
586. DocId : 43725 | Concept_CD : DXC|QUESTION|AUTRE:30148 | NAME_CHAR : 062 - Poids du patient à l'entrée(kg)
587. DocId : 47141 | Concept_CD : DXC|QUESTION|AUTRE:181177 | NAME_CHAR : 005 - Poids le plus bas
588. DocId : 50447 | Concept_CD : DXC|QUESTION|AUTRE:114146 | NAME_CHAR : 155 - Poids Au Domicile (kg)
589. DocId : 58154 | Concept_CD : DXC|QUESTION|AUTRE:27849 | NAME_CHAR : 016 - Poids en Kg (photophérèse)
590. DocId : 63812 | Concept_CD : DXC|QUESTION|AUTRE:81438 | NAME_CHAR : 017 - Poids du patient (kg)
591. DocId : 67038 | Concept_CD : DXC|QUESTION|AUTRE:163788 | NAME_CHAR : 024 - Poids début de grossesse (kg)
592. DocId : 67625 | Concept_CD : DXC|QUESTION|AUTRE:57757 | NAME_CHAR : 015 - Poids en Kg (photophérèse)
593. DocId : 69050 | Concept_CD : DXC|QUESTION|AUTRE:173946 | NAME_CHAR : 032 - Poids idéal (Formule DEVINE)
594. DocId : 70189 | Concept_CD : DXC|QUESTION|AUTRE:180382 | NAME_CHAR : 005 - Poids le plus bas
595. DocId : 70947 | Concept_CD : DXC|QUESTION|AUTRE:160496 | NAME_CHAR : 023 - Perte de poids (%) greve
596. DocId : 79252 | Concept_CD : DXC|QUESTION|AUTRE:46454 | NAME_CHAR : 056 - Poids du patient à l'entrée(kg)
597. DocId : 79656 | Concept_CD : DXC|QUESTION|AUTRE:135212 | NAME_CHAR : 049 - Poids à l'entrée (kg)
598. DocId : 80155 | Concept_CD : DXC|QUESTION|AUTRE:137764 | NAME_CHAR : 070 - Prise de poids par tétée
599. DocId : 80797 | Concept_CD : DXC|QUESTION|AUTRE:114526 | NAME_CHAR : 081 - Gain en poids (Kg)
600. DocId : 85235 | Concept_CD : DXC|REPONSE:56041-56041|28576 | NAME_CHAR : Perte de poids > 3 kg
601. DocId : 85374 | Concept_CD : DXC|QUESTION|AUTRE:171357 | NAME_CHAR : 074 - Gain en poids (Kg)
602. DocId : 86912 | Concept_CD : DXC|QUESTION|AUTRE:50130 | NAME_CHAR : 054 - Poids De Naissance (Pédiatrie).
603. DocId : 87599 | Concept_CD : DXC|QUESTION|AUTRE:124195 | NAME_CHAR : 096 - Prise de poids (kg)
604. DocId : 89654 | Concept_CD : DXC|QUESTION|AUTRE:39050 | NAME_CHAR : 031 - Poids Au Domicile (kg)
605. DocId : 90316 | Concept_CD : DXC|QUESTION|AUTRE:58461 | NAME_CHAR : 023 - Poids Sortie / Dialyse
606. DocId : 92994 | Concept_CD : DXC|QUESTION|AUTRE:11219 | NAME_CHAR : 030 - Poids naissance enfant 1
607. DocId : 93604 | Concept_CD : DXC|QUESTION|AUTRE:9250 | NAME_CHAR : 016 - Poids du patient (kg)
608. DocId : 94043 | Concept_CD : DXC|QUESTION|AUTRE:185601 | NAME_CHAR : 003 - Poids (en kg) :
609. DocId : 94301 | Concept_CD : DXC|QUESTION|AUTRE:156589 | NAME_CHAR : 013 - Circonstance de prise de poids
610. DocId : 94369 | Concept_CD : DXC|QUESTION|AUTRE:125427 | NAME_CHAR : 012 - Circonstance de prise de poids
611. DocId : 94844 | Concept_CD : DXC|QUESTION|AUTRE:58839 | NAME_CHAR : 049 - 7-Connaissez-vous votre poids ?
612. DocId : 95052 | Concept_CD : DXC|QUESTION|AUTRE:180406 | NAME_CHAR : 032 - Son poids a-t-il changé ?
613. DocId : 108352 | Concept_CD : DXC|QUESTION|AUTRE:137679 | NAME_CHAR : 046 - Poids Au Domicile (kg)
614. DocId : 108568 | Concept_CD : DXC|QUESTION|AUTRE:27050 | NAME_CHAR : 104 - Dernier Poids connu (Kg)
615. DocId : 111554 | Concept_CD : DXC|QUESTION|AUTRE:175508 | NAME_CHAR : 155 - Poids Au Domicile (kg)
616. DocId : 112778 | Concept_CD : DXC|QUESTION|AUTRE:125803 | NAME_CHAR : 007 - Poids en Kg (photophérèse)
617. DocId : 116976 | Concept_CD : DXC|REPONSE:112794-112794|594771 | NAME_CHAR : Prise ou perte de poids importants
618. DocId : 117829 | Concept_CD : DXC|QUESTION|AUTRE:175444 | NAME_CHAR : 091 - Poids (diurèse) des couches
619. DocId : 120314 | Concept_CD : DXC|QUESTION|AUTRE:87125 | NAME_CHAR : 010 - Pourcentage de perte de poids
620. DocId : 120544 | Concept_CD : DXC|QUESTION|AUTRE:58162 | NAME_CHAR : 011 - Prénom(s) - Sexe(s) - Poids
621. DocId : 123607 | Concept_CD : DXC|QUESTION|AUTRE:179711 | NAME_CHAR : 034 - Poids de la mère
622. DocId : 124977 | Concept_CD : DXC|QUESTION|AUTRE:94945 | NAME_CHAR : 006 - Poids à la naissance (g)
623. DocId : 126227 | Concept_CD : DXC|REPONSE:122791-122791|37161 | NAME_CHAR : Perte de poids entre 1 et 3kg
624. DocId : 128769 | Concept_CD : DXC|QUESTION|AUTRE:114145 | NAME_CHAR : 154 - Poids De Naissance :
625. DocId : 131817 | Concept_CD : DXC|QUESTION|AUTRE:156594 | NAME_CHAR : 018 - Prise de poids depuis
626. DocId : 139041 | Concept_CD : DXC|QUESTION|AUTRE:117953 | NAME_CHAR : 107 - Prise de poids par tété
627. DocId : 146081 | Concept_CD : DXC|QUESTION|AUTRE:73089 | NAME_CHAR : 054 - Poids à la sortie
628. DocId : 151717 | Concept_CD : DXC|QUESTION|AUTRE:61039 | NAME_CHAR : 025 - Poids / Ventre Plein
629. DocId : 154652 | Concept_CD : DXC|QUESTION|AUTRE:112662 | NAME_CHAR : 002 - Poids du jour (kg)
630. DocId : 158317 | Concept_CD : DXC|QUESTION|AUTRE:119649 | NAME_CHAR : 004 - Variation de poids en %
631. DocId : 158439 | Concept_CD : DXC|QUESTION|AUTRE:96384 | NAME_CHAR : 044 - Poids au moment de l'examen
632. DocId : 164972 | Concept_CD : DXC|QUESTION|AUTRE:58458 | NAME_CHAR : 182 - Poids Entrée / Dialyse
633. DocId : 166090 | Concept_CD : DXC|QUESTION|BLOB:165439 | NAME_CHAR : 003 - Protection : poids ?
634. DocId : 167948 | Concept_CD : DXC|QUESTION|AUTRE:119751 | NAME_CHAR : 022 - Poids début de grossesse
635. DocId : 171242 | Concept_CD : DXC|QUESTION|AUTRE:154569 | NAME_CHAR : 063 - La surveillance du poids :
636. DocId : 171350 | Concept_CD : DXC|QUESTION|AUTRE:137678 | NAME_CHAR : 045 - Poids De Naissance (Pédiatrie).
637. DocId : 174577 | Concept_CD : DXC|QUESTION|AUTRE:175176 | NAME_CHAR : 028 - Poids du patient (kg)
638. DocId : 176807 | Concept_CD : DXC|QUESTION|AUTRE:112664 | NAME_CHAR : 004 - Variation de poids en %
639. DocId : 178352 | Concept_CD : DXC|QUESTION|AUTRE:171238 | NAME_CHAR : 003 - Poids avant l'opération (kg)
640. DocId : 182003 | Concept_CD : DXC|QUESTION|AUTRE:71846 | NAME_CHAR : 049 - Poids du placenta (g)
641. DocId : 184955 | Concept_CD : DXC|QUESTION|AUTRE:135830 | NAME_CHAR : 029 - Poids de la mère
642. DocId : 188356 | Concept_CD : DXC|QUESTION|AUTRE:79712 | NAME_CHAR : 029 - Poids foetal (en g)
643. DocId : 188802 | Concept_CD : DXC|QUESTION|AUTRE:48722 | NAME_CHAR : 072 - Poids à l'entrée (kg)
644. DocId : 191154 | Concept_CD : DXC|QUESTION|AUTRE:13115 | NAME_CHAR : 023 - Poids à l'entrée (kg)
645. DocId : 192003 | Concept_CD : DXC|REPONSE:87581-87581|37161 | NAME_CHAR : Perte de poids entre 1 et 3kg
646. DocId : 195496 | Concept_CD : DXC|QUESTION|AUTRE:69110 | NAME_CHAR : 012 - Prénom(s) - Sexe(s) - Poids
647. DocId : 195844 | Concept_CD : DXC|QUESTION|AUTRE:63661 | NAME_CHAR : 010 - Poids saisi par IDE
648. DocId : 196639 | Concept_CD : DXC|QUESTION|AUTRE:5120 | NAME_CHAR : 047 - Poids à la sortie
649. DocId : 198996 | Concept_CD : DXC|REPONSE:65639-65639|37161 | NAME_CHAR : Perte de poids entre 1 et 3kg
650. DocId : 204176 | Concept_CD : DXC|QUESTION|AUTRE:18259 | NAME_CHAR : 042 - Différence de poids - total
651. DocId : 205524 | Concept_CD : DXC|QUESTION|BLOB:173905 | NAME_CHAR : 003 - Poids de naissance de l'enfant
652. DocId : 206665 | Concept_CD : DXC|QUESTION|AUTRE:171353 | NAME_CHAR : 070 - Poids à l'entrée (kg)
653. DocId : 208930 | Concept_CD : DXC|QUESTION|AUTRE:107545 | NAME_CHAR : 097 - Poids de sortie (kg)
654. DocId : 210201 | Concept_CD : DXC|QUESTION|AUTRE:64129 | NAME_CHAR : 080 - Poids / Ventre Vide
655. DocId : 216511 | Concept_CD : DXC|QUESTION|AUTRE:92838 | NAME_CHAR : 031 - Antécédents de variation de poids
656. DocId : 219296 | Concept_CD : DXC|QUESTION|AUTRE:58532 | NAME_CHAR : 003 - Poids à la dernière consultation
657. DocId : 219473 | Concept_CD : DXC|QUESTION|AUTRE:150089 | NAME_CHAR : 013 - Poids de forme : (kg)
658. DocId : 220609 | Concept_CD : DXC|QUESTION|AUTRE:56443 | NAME_CHAR : 046 - Poids à la naissance (kg)
659. DocId : 221934 | Concept_CD : DXC|QUESTION|AUTRE:137680 | NAME_CHAR : 047 - Poids Aux Urgences (Pédiatrie).
660. DocId : 229581 | Concept_CD : DXC|REPONSE:114741-114741|37161 | NAME_CHAR : Perte de poids entre 1 et 3kg
661. DocId : 240648 | Concept_CD : DXC|QUESTION|AUTRE:125432 | NAME_CHAR : 017 - Prise de poids depuis
662. DocId : 241349 | Concept_CD : DXC|QUESTION|AUTRE:160292 | NAME_CHAR : 007 - perte de poids (kg)
663. DocId : 244743 | Concept_CD : DXC|QUESTION|AUTRE:48836 | NAME_CHAR : 224 - Poids à la sortie (kg)
664. DocId : 245166 | Concept_CD : DXC|QUESTION|AUTRE:55811 | NAME_CHAR : 001 - Poids lors de l'examen
665. DocId : 247571 | Concept_CD : DXC|REPONSE:137902-137902|603474 | NAME_CHAR : perte de poids 15% en 6 mois
666. DocId : 247994 | Concept_CD : DXC|REPONSE:12129-12129|10558 | NAME_CHAR : Perte de poids supérieure à 3kg
667. DocId : 249105 | Concept_CD : DXC|QUESTION|AUTRE:119647 | NAME_CHAR : 002 - Poids du jour (kg)
668. DocId : 249270 | Concept_CD : DXC|QUESTION|AUTRE:61038 | NAME_CHAR : 024 - Poids / Ventre Vide
669. DocId : 249681 | Concept_CD : DXC|QUESTION|AUTRE:46754 | NAME_CHAR : 029 - Poids Au Domicile (kg)
670. DocId : 251723 | Concept_CD : DXC|QUESTION|BLOB:165287 | NAME_CHAR : 129 - Commentaire evolution du poids
671. DocId : 254247 | Concept_CD : DXC|QUESTION|AUTRE:165361 | NAME_CHAR : 000 - Poids du patient (kg)
672. DocId : 256495 | Concept_CD : DXC|REPONSE:24087-24087|10558 | NAME_CHAR : Perte de poids supérieure à 3kg
673. DocId : 258005 | Concept_CD : DXC|QUESTION|AUTRE:150445 | NAME_CHAR : 049 - Variation de poids (%) 
674. DocId : 259112 | Concept_CD : DXC|QUESTION|AUTRE:24080 | NAME_CHAR : 077 - Poids du patient à l'entrée(kg)
675. DocId : 261722 | Concept_CD : DXC|REPONSE:12129-12129|10557 | NAME_CHAR : Perte de poids inférieure à 3kg
676. DocId : 264575 | Concept_CD : DXC|QUESTION|AUTRE:148746 | NAME_CHAR : 012 - Poids du patient (kg)
677. DocId : 266929 | Concept_CD : DXC|QUESTION|AUTRE:25716 | NAME_CHAR : 004 - Circonstances de prise de poids
678. DocId : 269533 | Concept_CD : DXC|QUESTION|AUTRE:11223 | NAME_CHAR : 034 - Poids naissance enfant 5
679. DocId : 274620 | Concept_CD : DXC|QUESTION|AUTRE:48503 | NAME_CHAR : 027 - Poids du dossier médical commun
680. DocId : 275597 | Concept_CD : DXC|QUESTION|AUTRE:79711 | NAME_CHAR : 028 - Poids foetal (en centile)
681. DocId : 279223 | Concept_CD : DXC|QUESTION|AUTRE:58460 | NAME_CHAR : 022 - Poids Entrée / Dialyse
682. DocId : 284694 | Concept_CD : DXC|REPONSE:24087-24087|10557 | NAME_CHAR : Perte de poids inférieure à 3kg
683. DocId : 287446 | Concept_CD : DXC|QUESTION|AUTRE:171327 | NAME_CHAR : 044 - Poids à la naissance (kg)
684. DocId : 290292 | Concept_CD : DXC|QUESTION|AUTRE:114147 | NAME_CHAR : 156 - Poids Aux Urgences :
685. DocId : 290414 | Concept_CD : DXC|QUESTION|AUTRE:9137 | NAME_CHAR : 020 - Poids du patient (kg)
686. DocId : 293493 | Concept_CD : DXC|QUESTION|AUTRE:163865 | NAME_CHAR : 111 - Prise de poids (kg)
687. DocId : 294339 | Concept_CD : DXC|REPONSE:118945-118945|596624 | NAME_CHAR : 10gr sucre complexe pour 20kg de poids
688. DocId : 298725 | Concept_CD : DXC|QUESTION|AUTRE:172662 | NAME_CHAR : 127 - Perte de poids (%)
689. DocId : 298754 | Concept_CD : DXC|QUESTION|AUTRE:36872 | NAME_CHAR : 170 - Poids De Naissance (Pédiatrie).
690. DocId : 300201 | Concept_CD : DXC|QUESTION|AUTRE:113932 | NAME_CHAR : 091 - Poids (diurèse) des couches
691. DocId : 301672 | Concept_CD : DXC|QUESTION|AUTRE:29285 | NAME_CHAR : 068 - Poids du patient à l'entrée(kg)
692. DocId : 302266 | Concept_CD : DXC|QUESTION|AUTRE:175509 | NAME_CHAR : 156 - Poids Aux Urgences :
693. DocId : 305575 | Concept_CD : DXC|REPONSE:65639-65639|20644 | NAME_CHAR : Perte ce poids > 3 kg
694. DocId : 310831 | Concept_CD : DXC|QUESTION|AUTRE:175460 | NAME_CHAR : 107 - Prise de poids par tété
695. DocId : 311378 | Concept_CD : DXC|QUESTION|AUTRE:11221 | NAME_CHAR : 032 - Poids naissance enfant 3
696. DocId : 313418 | Concept_CD : DXC|QUESTION|AUTRE:169414 | NAME_CHAR : 003 - Poids de la veille
697. DocId : 314114 | Concept_CD : DXC|QUESTION|AUTRE:117952 | NAME_CHAR : 018 - Prise de poids par tétée
698. DocId : 314237 | Concept_CD : DXC|REPONSE:29004-29004|20644 | NAME_CHAR : Perte ce poids > 3 kg
